channel_id,channel_name,niche,country,subscriber_count,view_count,video_count,avg_views_per_video,engagement_rate,upload_frequency,channel_age_days,estimated_monthly_revenue
UC000280SEED,GiggleGang280,comedy,CA,2359948,42705290,310,137759,0.0659,4.22,2202,4303.36
UC000281SEED,BullRunTV281,finance,JP,29559,1232064,288,4278,0.0277,4.59,1886,385.27
UC000282SEED,WitWave282,comedy,IN,872925,62777750,350,179365,0.0597,4.9,2143,1560.62
UC000283SEED,FlexFlow283,fitness,MX,335704,14305068,387,36964,0.0433,3.71,3136,510.86
UC000284SEED,ZenZeal284,fitness,FR,17563,450996,364,1239,0.0442,4.48,2440,61.56
UC000285SEED,WisdomWell285,education,MX,161277,1939717,131,14807,0.0337,4.46,884,271.07
UC000286SEED,HahaHub286,comedy,IN,142183,4924465,553,8905,0.0472,4.69,3542,64.28
UC000287SEED,GiggleGang287,comedy,MX,241272,4939946,298,16577,0.0444,5.46,1641,892.79
UC000288SEED,BullRunTV288,finance,AU,10000,179680,160,1123,0.0432,1.9,2534,11.62
UC000289SEED,JokeJam289,comedy,UK,10000,28763,49,587,0.1093,3.0,491,7.94
UC000290SEED,GadgetGuru290,tech,MX,226536,842464,112,7522,0.0291,2.43,1386,93.66
UC000291SEED,InvestIQ291,finance,FR,147060,1666488,184,9057,0.0354,2.29,2421,262.19
UC000292SEED,LaughLab292,comedy,MX,2848892,85459316,254,336454,0.0919,5.74,1330,5787.31
UC000293SEED,KnowNow293,education,UK,41315,1076400,400,2691,0.0627,4.05,2967,196.41
UC000294SEED,CloudCast294,tech,IN,1440864,12813360,263,48720,0.0351,2.11,3740,2284.11
UC000295SEED,WisdomWell295,education,JP,254870,8583528,417,20584,0.0422,4.04,3105,1176.88
UC000296SEED,RoastReel296,comedy,BR,52484,5023823,629,7987,0.062,5.22,3620,99.54
UC000297SEED,MoneyMind297,finance,DE,1306215,17423300,74,235450,0.043,2.78,800,28504.82
UC000298SEED,AIAlerts298,tech,BR,174105,4427720,440,10063,0.0404,4.36,3029,263.89
UC000299SEED,LiftLab299,fitness,DE,48770,617328,432,1429,0.0535,3.85,3369,51.89
UC000300SEED,JokeJam300,comedy,BR,43054,231392,112,2066,0.0809,3.41,992,19.9
UC000301SEED,ChuckleChief301,comedy,JP,264170,6515168,166,39248,0.0235,3.9,1284,1028.5
UC000302SEED,SiliconSage302,tech,UK,66464,2037504,128,15918,0.0258,3.42,1124,1157.09
UC000303SEED,BullRunTV303,finance,DE,10000,985520,254,3880,0.0352,2.03,3754,208.76
UC000304SEED,KnowNow304,education,CA,143910,3781120,280,13504,0.0313,2.84,2963,481.56
UC000305SEED,GiggleGang305,comedy,UK,357042,47943075,565,84855,0.0293,5.1,3326,3080.95
UC000306SEED,TradeTalk306,finance,DE,18745,79422,122,651,0.0279,2.05,1801,26.88
UC000307SEED,SkillStack307,education,IN,223844,9716486,338,28747,0.0599,3.83,2654,385.77
UC000308SEED,LiftLab308,fitness,FR,7140555,322960320,288,1121390,0.0617,3.72,2328,116291.27
UC000309SEED,FitForge309,fitness,FR,178660,3959025,175,22623,0.0479,3.9,1353,694.59
UC000310SEED,FitForge310,fitness,JP,110931,1842810,265,6954,0.0681,5.98,1331,297.48
UC000311SEED,FitForge311,fitness,DE,10000,121104,174,696,0.05,5.51,947,37.83
UC000312SEED,ThinkTank312,education,AU,26215,306675,145,2115,0.0387,3.59,1214,101.54
UC000313SEED,SweatSmart313,fitness,CA,26889,828506,434,1909,0.0516,4.04,3227,84.01
UC000314SEED,MoneyMind314,finance,FR,28690,1089277,427,2551,0.0104,3.52,3651,135.0
UC000315SEED,PixelPulse315,tech,UK,500000,11401650,325,35082,0.005,2.77,3529,2044.52
UC000316SEED,StudySync316,education,JP,61141,236550,75,3154,0.0328,2.45,924,91.51
UC000317SEED,ThinkTank317,education,DE,260060,1022897,71,14407,0.0264,1.63,1309,384.42
UC000318SEED,SiliconSage318,tech,DE,15084,23147,79,293,0.0526,2.56,933,15.87
UC000319SEED,LiftLab319,fitness,US,3055073,239582496,438,546992,0.0373,5.34,2465,12170.36
UC000320SEED,FitForge320,fitness,IN,86590,5402989,641,8429,0.0598,5.11,3761,852.1
UC000321SEED,FlexFlow321,fitness,FR,44668,712478,134,5317,0.067,3.13,1284,33.75
UC000322SEED,TradeTalk322,finance,AU,82620,3442080,355,9696,0.0197,3.37,3158,533.02
UC000323SEED,PixelPulse323,tech,BR,130959,5873350,350,16781,0.0322,5.0,2104,493.08
UC000324SEED,TradeTalk324,finance,US,520103,15540476,574,27074,0.0463,4.45,3873,3777.86
UC000325SEED,SkillStack325,education,UK,39094,558530,101,5530,0.0685,2.12,1431,149.2
UC000326SEED,TechTrace326,tech,US,56603,1022321,193,5297,0.0227,4.28,1353,489.49
UC000327SEED,ComedyCave327,comedy,BR,128915,711501,119,5979,0.0492,5.05,708,292.73
UC000328SEED,FlexFlow328,fitness,MX,46241,328560,74,4440,0.0543,5.4,411,79.49
UC000329SEED,GadgetGuru329,tech,DE,99869,796250,65,12250,0.0278,2.79,710,2863.14
UC000330SEED,ByteBlast330,tech,JP,2424115,47261500,130,363550,0.0121,2.52,1553,10442.37
UC000331SEED,ThinkTank331,education,FR,346793,27800032,442,62896,0.0395,4.27,3103,12832.94
UC000332SEED,JokeJam332,comedy,AU,2739509,30306705,195,155419,0.0367,5.44,1078,5626.89
UC000333SEED,RoastReel333,comedy,CA,277827,17064803,443,38521,0.0636,3.98,3345,1124.7
UC000334SEED,GiggleGang334,comedy,IN,116585,2720496,722,3768,0.0369,7.18,3019,176.4
UC000335SEED,SkitKit335,comedy,IN,16205,368765,655,563,0.1016,6.98,2821,8.32
UC000336SEED,FitForge336,fitness,IN,1817115,14980476,219,68404,0.0369,3.78,1738,2578.1
UC000337SEED,WealthWave337,finance,AU,26395,782385,215,3639,0.0241,3.65,1772,282.8
UC000338SEED,GiggleGang338,comedy,AU,258203,6644050,287,23150,0.0417,3.48,2479,358.34
UC000339SEED,StudySync339,education,AU,329064,5558481,271,20511,0.0545,3.31,2462,2412.9
UC000340SEED,ComedyCave340,comedy,DE,18656,1024752,296,3462,0.0742,4.59,1938,38.13
UC000341SEED,PunchlinePro341,comedy,UK,41969,22715,77,295,0.0778,4.52,511,11.18
UC000342SEED,ClassCraft342,education,BR,39836,3277540,287,11420,0.0374,2.19,3936,181.71
UC000343SEED,PunchlinePro343,comedy,JP,25157,205489,67,3067,0.0789,3.76,540,23.5
UC000344SEED,FinFluent344,finance,BR,151207,484314,159,3046,0.0345,2.56,1870,47.37
UC000345SEED,HahaHub345,comedy,DE,214607,7559986,293,25802,0.0515,7.41,1189,786.33
UC000346SEED,SkitKit346,comedy,FR,23406,229124,196,1169,0.0626,2.65,2225,17.45
UC000347SEED,ComedyCave347,comedy,FR,216299,19013184,864,22006,0.1097,6.73,3853,2260.64
UC000348SEED,ByteBlast348,tech,BR,26311,758093,259,2927,0.0127,4.67,1666,63.53
UC000349SEED,CapitalCorner349,finance,BR,32054,203424,312,652,0.0218,3.11,3013,22.32
UC000350SEED,CryptoClarity350,finance,IN,55997,973080,180,5406,0.0241,3.92,1384,191.96
UC000351SEED,BullRunTV351,finance,IN,20962,183742,382,481,0.0476,3.79,3021,33.74
UC000352SEED,ChuckleChief352,comedy,BR,230285,8803624,346,25444,0.0643,5.69,1828,171.54
UC000353SEED,SkillStack353,education,DE,5211231,50015382,113,442614,0.0105,1.6,2123,9934.6
UC000354SEED,SweatSmart354,fitness,JP,35139,1202784,402,2992,0.05,3.94,3063,123.94
UC000355SEED,CoreCraft355,fitness,UK,175430,2340828,196,11943,0.0408,6.93,849,3115.26
UC000356SEED,EduEdge356,education,JP,32231,625760,160,3911,0.0423,1.93,2490,76.88
UC000357SEED,SkitKit357,comedy,FR,34420,2230655,815,2737,0.096,6.79,3602,84.41
UC000358SEED,CoreCraft358,fitness,UK,33704,53156,194,274,0.0224,4.63,1262,2.56
UC000359SEED,WisdomWell359,education,UK,19487,412672,124,3328,0.0584,1.12,3316,61.7
UC000360SEED,HahaHub360,comedy,UK,4025867,199646325,575,347211,0.0788,4.33,3988,12014.09
UC000361SEED,FlexFlow361,fitness,IN,113520,10936440,510,21444,0.0375,4.91,3120,390.62
UC000362SEED,LiftLab362,fitness,IN,219661,11271876,363,31052,0.0444,2.82,3875,241.1
UC000363SEED,GadgetGuru363,tech,MX,65062,961556,178,5402,0.0179,4.42,1209,187.68
UC000364SEED,PeakPhysique364,fitness,MX,2108925,17079876,132,129393,0.0523,3.85,1029,539.84
UC000365SEED,SkillStack365,education,JP,3459620,124754976,288,433177,0.0282,2.48,3481,15063.33
UC000366SEED,CryptoClarity366,finance,IN,239939,2674224,98,27288,0.0226,3.69,801,897.36
UC000367SEED,MindMap367,education,JP,55638,2331720,381,6120,0.0498,4.05,2828,291.6
UC000368SEED,GadgetGuru368,tech,IN,27413,482570,214,2255,0.0391,1.89,3405,28.24
UC000369SEED,CapitalCorner369,finance,UK,367754,12238633,211,58003,0.0315,3.77,1684,5407.21
UC000370SEED,HahaHub370,comedy,CA,178923,4472700,300,14909,0.049,6.7,1348,554.61
UC000371SEED,DollarDrift371,finance,AU,35509,220896,32,6903,0.0307,0.5,1966,70.35
UC000372SEED,CoreCraft372,fitness,AU,28145,452504,494,916,0.045,4.61,3218,8.28
UC000373SEED,AIAlerts373,tech,MX,199725,19541084,436,44819,0.0288,3.53,3711,1207.98
UC000374SEED,LaughLab374,comedy,MX,163040,1499350,191,7850,0.0686,5.89,975,491.73
UC000375SEED,DollarDrift375,finance,US,63618,625872,104,6018,0.0482,1.96,1605,339.1
UC000376SEED,FitForge376,fitness,MX,29601,550032,336,1637,0.0436,4.35,2322,17.09
UC000377SEED,DevDive377,tech,AU,18765,118300,52,2275,0.0399,2.59,612,100.24
UC000378SEED,BrainBoost378,education,AU,14355,46784,43,1088,0.0301,1.73,753,20.34
UC000379SEED,SkillStack379,education,BR,33442,556346,98,5677,0.0404,4.56,648,188.92
UC000380SEED,LiftLab380,fitness,DE,1592363,43499187,387,112401,0.0306,3.23,3593,3780.49
UC000381SEED,KnowNow381,education,IN,30631,436839,69,6331,0.0539,0.64,3260,12.83
UC000382SEED,WitWave382,comedy,CA,31810,1918547,683,2809,0.078,5.34,3838,120.57
UC000383SEED,PeakPhysique383,fitness,UK,20068,452200,476,950,0.0474,5.41,2646,186.27
UC000384SEED,TechTrace384,tech,BR,40034,285600,150,1904,0.0405,4.99,904,70.72
UC000385SEED,ChuckleChief385,comedy,MX,122207,1950504,804,2426,0.0625,7.19,3360,45.01
UC000386SEED,ClassCraft386,education,JP,48513,49725,25,1989,0.0505,1.33,567,42.86
UC000387SEED,InvestIQ387,finance,UK,15869,179280,120,1494,0.0346,2.45,1483,103.14
UC000388SEED,FitForge388,fitness,MX,127705,3349960,178,18820,0.0698,3.11,1717,55.76
UC000389SEED,CodeCraft389,tech,FR,550180,12473136,312,39978,0.0261,2.43,3860,480.2
UC000390SEED,ThinkTank390,education,IN,69218,4008578,422,9499,0.0375,3.85,3291,151.73
UC000391SEED,WitWave391,comedy,US,124840,1785791,203,8797,0.1007,5.86,1042,483.84
UC000392SEED,SkitKit392,comedy,JP,191444,10400247,429,24243,0.0659,6.16,2091,556.41
UC000393SEED,AIAlerts393,tech,AU,11407,565964,574,986,0.0243,4.4,3917,85.71
UC000394SEED,BullRunTV394,finance,IN,206099,4695602,158,29719,0.0232,2.97,1606,562.97
UC000395SEED,GadgetGuru395,tech,DE,135915,7712158,523,14746,0.0303,4.52,3471,826.14
UC000396SEED,LearnLift396,education,JP,596074,2512092,132,19031,0.0471,3.68,1079,4399.23
UC000397SEED,CoreCraft397,fitness,DE,93266,833340,60,13889,0.0567,3.27,557,385.48
UC000398SEED,SiliconSage398,tech,JP,207848,2849615,305,9343,0.0405,3.65,2515,523.49
UC000399SEED,SweatSmart399,fitness,BR,134583,3967236,692,5733,0.0373,6.31,3291,182.56
UC000400SEED,CloudCast400,tech,DE,361380,1217760,40,30444,0.0096,2.47,498,867.01
UC000401SEED,SiliconSage401,tech,AU,1655252,1619489,139,11651,0.038,1.86,2247,48.55
UC000402SEED,WealthWave402,finance,BR,122219,661500,45,14700,0.0405,2.74,497,362.26
UC000403SEED,AIAlerts403,tech,FR,28455,813762,159,5118,0.0273,3.17,1511,252.27
UC000404SEED,TechTrace404,tech,CA,307793,3025726,121,25006,0.052,1.8,2021,948.54
UC000405SEED,DevDive405,tech,MX,179031,1502475,201,7475,0.0202,2.58,2351,156.76
UC000406SEED,WealthWave406,finance,MX,19266,664602,257,2586,0.0325,2.72,2848,60.68
UC000407SEED,StudySync407,education,DE,2737902,83539989,221,378009,0.0259,2.52,2631,12587.67
UC000408SEED,LearnLift408,education,JP,22957,535410,162,3305,0.0279,3.14,1550,125.74
UC000409SEED,FitForge409,fitness,JP,171658,1488840,57,26120,0.0412,3.93,441,833.58
UC000410SEED,GadgetGuru410,tech,BR,926920,11093148,654,16962,0.0216,5.2,3775,555.39
UC000411SEED,HahaHub411,comedy,JP,21057,919336,341,2696,0.0595,6.95,1471,92.59
UC000412SEED,GadgetGuru412,tech,FR,436030,6583600,109,60400,0.0234,1.66,1981,1366.95
UC000413SEED,HahaHub413,comedy,CA,10000,754453,623,1211,0.0936,7.52,2485,62.52
UC000414SEED,SweatSmart414,fitness,FR,189220,7387842,462,15991,0.0505,3.53,3923,469.03
UC000415SEED,PunchlinePro415,comedy,UK,18948,1021449,429,2381,0.0918,5.46,2363,84.46
UC000416SEED,JokeJam416,comedy,IN,63987,2046338,343,5966,0.0845,4.98,2071,48.75
UC000417SEED,WitWave417,comedy,FR,39530,2130568,284,7502,0.0684,5.29,1611,149.22
UC000418SEED,SweatSmart418,fitness,JP,53871,1004920,296,3395,0.0421,2.98,2983,60.89
UC000419SEED,GainGuru419,fitness,UK,184631,8923706,394,22649,0.01,5.12,2311,1537.3
UC000420SEED,MoneyMind420,finance,JP,288765,1743401,187,9323,0.0178,2.79,2011,478.45
UC000421SEED,BrainBoost421,education,DE,146226,610100,100,6101,0.0373,2.3,1305,227.64
UC000422SEED,CryptoClarity422,finance,JP,2064712,1789359,43,41613,0.0228,3.17,416,1968.96
UC000423SEED,EduEdge423,education,CA,565776,114477382,694,164953,0.0381,6.01,3466,14825.44
UC000424SEED,WealthWave424,finance,UK,20794,31486,182,173,0.023,3.11,1762,14.32
UC000425SEED,IronPulse425,fitness,BR,28624,273372,76,3597,0.0535,1.94,1180,25.13
UC000426SEED,EduEdge426,education,FR,33800,1295291,283,4577,0.0392,4.2,2029,239.92
UC000427SEED,BullRunTV427,finance,US,319931,448292,26,17242,0.0269,1.42,552,524.72
UC000428SEED,SkitKit428,comedy,FR,500000,39682480,496,80005,0.0296,8.01,1859,2442.07
UC000429SEED,FlexFlow429,fitness,JP,132446,8667450,550,15759,0.0256,4.82,3424,500.29
UC000430SEED,ChuckleChief430,comedy,IN,15318,182784,204,896,0.0414,4.99,1232,11.69
UC000431SEED,InvestIQ431,finance,DE,902237,4399408,104,42302,0.0317,1.43,2204,1380.11
UC000432SEED,PeakPhysique432,fitness,MX,16023,216354,337,642,0.0363,5.46,1852,14.54
UC000433SEED,TechTrace433,tech,DE,343874,18325158,667,27474,0.0387,5.42,3691,2991.45
UC000434SEED,SweatSmart434,fitness,FR,82666,4196910,285,14726,0.0514,3.22,2661,352.39
UC000435SEED,WisdomWell435,education,CA,15508,419118,357,1174,0.0498,2.87,3737,51.38
UC000436SEED,ComedyCave436,comedy,MX,3005345,81558736,392,208058,0.103,4.78,2463,518.17
UC000437SEED,CoreCraft437,fitness,US,54481,1722160,152,11330,0.0531,4.78,958,659.96
UC000438SEED,EduEdge438,education,JP,18827,214272,64,3348,0.0357,2.51,773,79.65
UC000439SEED,CapitalCorner439,finance,AU,304341,1361416,46,29596,0.0313,0.87,1604,733.5
UC000440SEED,WisdomWell440,education,IN,52818,4244562,513,8274,0.0602,4.6,3352,120.84
UC000441SEED,StudySync441,education,JP,41502,746102,274,2723,0.0414,4.05,2034,100.1
UC000442SEED,FitForge442,fitness,MX,3062957,23549892,76,309867,0.0385,1.37,1673,340.35
UC000443SEED,AIAlerts443,tech,DE,54708,160758,458,351,0.0155,3.82,3603,122.86
UC000444SEED,InvestIQ444,finance,US,41214,1983285,177,11205,0.0417,2.24,2366,488.55
UC000445SEED,GadgetGuru445,tech,JP,59799,286385,55,5207,0.0367,3.86,428,208.32
UC000446SEED,ClassCraft446,education,UK,102693,1041752,428,2434,0.0484,4.87,2639,195.08
UC000447SEED,CapitalCorner447,finance,JP,2156223,39836712,102,390556,0.044,2.96,1034,5084.78
UC000448SEED,CloudCast448,tech,BR,258617,1774896,103,17232,0.037,2.07,1506,28.04
UC000449SEED,WitWave449,comedy,US,310719,4702372,164,28673,0.0367,5.5,897,1090.41
UC000450SEED,SiliconSage450,tech,UK,82074,4913271,297,16543,0.0233,2.26,3942,2283.44
UC000451SEED,MoneyMind451,finance,JP,195139,9100916,391,23276,0.0173,3.09,3802,1305.25
UC000452SEED,BrainBoost452,education,US,174177,1073000,100,10730,0.0284,3.42,878,673.38
UC000453SEED,ThinkTank453,education,DE,325260,4085520,232,17610,0.0463,2.87,2435,804.51
UC000454SEED,MindMap454,education,UK,3487405,13589256,102,133228,0.0621,1.75,1756,2692.53
UC000455SEED,PeakPhysique455,fitness,DE,1075391,7442589,101,73689,0.0528,5.02,609,3130.68
UC000456SEED,ByteBlast456,tech,IN,309443,340595,85,4007,0.0409,2.85,896,79.25
UC000457SEED,StockSage457,finance,AU,19873,265095,137,1935,0.0452,1.49,2774,75.31
UC000458SEED,SiliconSage458,tech,BR,18022,28153,47,599,0.058,2.09,686,8.96
UC000459SEED,FlexFlow459,fitness,AU,4724224,118212188,263,449476,0.0601,3.99,1985,18152.65
UC000460SEED,WealthWave460,finance,BR,761842,11051400,150,73676,0.0396,2.17,2089,1490.78
UC000461SEED,ZenZeal461,fitness,CA,19321,68153,323,211,0.0549,3.2,3040,11.06
UC000462SEED,WealthWave462,finance,FR,335819,8450504,148,57098,0.0282,2.21,2020,2811.74
UC000463SEED,GainGuru463,fitness,US,143268,6273300,275,22812,0.0448,3.12,2647,643.07
UC000464SEED,TradeTalk464,finance,IN,304052,1594866,138,11557,0.0299,2.49,1669,157.34
UC000465SEED,ComedyCave465,comedy,MX,164506,1979440,218,9080,0.0785,5.2,1258,99.27
UC000466SEED,MuscleMap466,fitness,AU,17373,888320,694,1280,0.0446,6.53,3192,59.81
UC000467SEED,ZenZeal467,fitness,BR,2647541,278333388,444,626877,0.0174,4.78,2787,3745.84
UC000468SEED,LiftLab468,fitness,BR,1701034,37009584,139,266256,0.06,3.31,1267,857.96
UC000469SEED,BrainBoost469,education,JP,1028501,12482743,221,56483,0.0449,4.14,1606,3230.45
UC000470SEED,WitWave470,comedy,BR,64872,4823420,524,9205,0.0798,4.75,3312,79.43
UC000471SEED,FitForge471,fitness,AU,5945070,139430994,366,380959,0.0526,3.27,3365,9456.5
UC000472SEED,FinFluent472,finance,JP,510234,3316560,52,63780,0.0346,3.67,426,5038.66
UC000473SEED,FlexFlow473,fitness,BR,575070,4108975,269,15275,0.0464,2.57,3146,202.52
UC000474SEED,StudySync474,education,DE,220300,2855415,95,30057,0.0472,2.22,1285,922.62
UC000475SEED,WealthWave475,finance,AU,58180,1289812,254,5078,0.0357,2.19,3477,286.86
UC000476SEED,FinFluent476,finance,CA,35808,635183,307,2069,0.0213,3.44,2688,168.24
UC000477SEED,SweatSmart477,fitness,FR,201524,17408747,313,55619,0.0496,2.83,3326,1303.61
UC000478SEED,MoneyMind478,finance,CA,295784,18927360,240,78864,0.0394,2.09,3443,3413.62
UC000479SEED,ThinkTank479,education,CA,25580,440640,320,1377,0.0316,2.52,3815,46.58
UC000480SEED,FitForge480,fitness,JP,510986,9652608,171,56448,0.0341,2.97,1736,1390.74
UC000481SEED,CloudCast481,tech,DE,291943,1570712,44,35698,0.0295,1.2,1110,514.13
UC000482SEED,WisdomWell482,education,UK,17752,147412,274,538,0.0414,3.82,2157,25.51
UC000483SEED,GainGuru483,fitness,DE,268337,2629550,350,7513,0.0353,4.74,2217,29.17
UC000484SEED,ZenZeal484,fitness,US,20266,261612,676,387,0.0624,5.4,3757,18.31
UC000485SEED,ThinkTank485,education,AU,643758,39026112,344,113448,0.0544,2.72,3804,3850.94
UC000486SEED,SiliconSage486,tech,CA,38494,490620,195,2516,0.017,3.41,1718,153.59
UC000487SEED,SkitKit487,comedy,FR,30813,912380,532,1715,0.0423,7.01,2280,84.78
UC000488SEED,BrainBoost488,education,IN,10926,352954,238,1483,0.0579,2.18,3282,11.43
UC000489SEED,ByteBlast489,tech,FR,23251,352070,85,4142,0.0281,4.1,628,220.69
UC000490SEED,ByteBlast490,tech,US,34945,37120,40,928,0.0362,2.22,551,7.74
UC000491SEED,MoneyMind491,finance,BR,44163,851408,127,6704,0.0226,3.61,1057,215.69
UC000492SEED,IronPulse492,fitness,US,66444,1487178,261,5698,0.0679,4.51,1741,297.36
UC000493SEED,ByteBlast493,tech,MX,268275,5255544,168,31283,0.0411,5.2,971,943.99
UC000494SEED,FinFluent494,finance,JP,186175,8120145,319,25455,0.0333,3.66,2617,548.97
UC000495SEED,PunchlinePro495,comedy,JP,1631872,23612332,428,55169,0.0719,4.79,2684,473.83
UC000496SEED,GainGuru496,fitness,UK,61608,1589685,655,2427,0.0576,5.83,3370,188.02
UC000497SEED,SweatSmart497,fitness,MX,170535,5126528,352,14564,0.0628,2.76,3824,172.31
UC000498SEED,SkillStack498,education,UK,26043,122925,165,745,0.0612,2.34,2128,23.27
UC000499SEED,FlexFlow499,fitness,CA,109873,3365670,231,14570,0.0528,5.06,1373,727.3
